,mtknr,avg
1241,5424,32.0
1242,5429,40.0
1243,5433,20.0
1244,5437,40.0
1245,5438,25.0
1246,5444,26.0
1247,5446,32.0
1248,5448,50.0
1249,5450,23.0
1250,5458,16.0
1251,5465,36.0
1252,5482,32.0
1253,5498,19.0
1254,5501,39.0
1255,5506,38.0
1256,5511,20.0
1257,5529,39.0
1258,5541,18.0
1259,5551,26.0
1260,5564,24.0
1261,5567,36.0
1262,5572,42.0
1263,5573,40.0
1264,5579,50.0
1265,5586,36.0
1266,5590,18.0
1267,5594,31.0
1268,5602,24.0
1269,5605,48.0
1270,5613,20.0
1271,5616,32.0
1272,5622,37.0
1273,5623,27.0
1274,5627,21.0
1275,5628,33.0
1276,5633,28.0
1277,5647,18.0
1278,5648,16.0
1279,5654,31.0
1280,5656,50.0
1281,5667,21.0
1282,5683,19.0
1283,5684,32.0
1284,5695,39.0
1285,5700,21.0
1286,5706,43.0
1287,5712,50.0
1288,5714,25.0
1289,5718,36.0
1290,5720,23.0
1291,5728,23.0
1292,5734,28.0
1293,5764,16.0
1294,5769,34.0
1295,5774,36.0
1296,5777,36.0
1297,5780,21.0
1298,5783,41.0
1299,5787,37.0
1300,5793,19.0
1301,5800,50.0
1302,5807,27.0
1303,5820,19.0
1304,5823,24.0
1305,5824,
1306,5838,25.0
1307,5852,47.0
1308,5856,31.0
1309,5859,33.0
1310,5867,34.0
1311,5868,40.0
1312,5871,39.0
1313,5872,42.0
1314,5878,22.0
1315,5888,42.0
1316,5891,25.0
1317,5897,32.0
1318,5908,24.0
1319,5914,28.0
1320,5915,31.0
1321,5925,48.0
1322,5931,28.0
1323,5933,15.0
1324,5940,20.0
1325,5955,50.0
1326,5961,34.0
1327,5964,16.0
1328,5965,28.0
1329,5968,30.0
1330,5973,20.0
1331,5976,38.0
1332,5977,20.0
1333,5978,27.0
1334,5979,50.0
1335,5982,24.0
1336,5989,29.0
1337,5994,27.0
1338,6006,10.0
1339,6013,22.0
1340,6018,29.0
1341,6021,42.0
1342,6059,37.0
1343,6075,48.0
1344,6076,50.0
1345,6077,47.0
1346,6104,50.0
1347,6129,37.0
1348,6145,42.0
1349,6154,32.0
1350,6155,23.0
1351,6165,18.0
1352,6171,23.0
1353,6173,39.0
1354,6174,40.0
1355,6175,45.0
1356,6177,44.0
1357,6195,33.0
1358,6201,50.0
1359,6213,35.0
1360,6216,50.0
1361,6221,35.0
1362,6222,18.0
1363,6231,50.0
1364,6233,24.0
1365,6267,33.0
1366,6277,39.0
1367,6280,40.0
1368,6290,35.0
1369,6294,45.0
1370,6298,17.0
1371,6303,37.0
1372,6307,25.0
1373,6321,20.0
1374,6329,36.0
1375,6345,32.0
1376,6360,14.0
1377,6365,34.0
1378,6366,36.0
1379,6369,44.0
1380,6375,11.0
1381,6399,44.0
1382,6402,19.0
1383,6405,50.0
1384,6413,33.0
1385,6414,41.0
1386,6419,39.0
1387,6427,32.0
1388,6429,19.0
1389,6430,
1390,6431,36.0
1391,6436,30.0
1392,6441,24.0
1393,6442,11.0
1394,6451,44.0
1395,6452,45.0
1396,6453,41.0
1397,6455,12.0
1398,6459,50.0
1399,6463,46.0
1400,6466,38.0
1401,6467,35.0
1402,6481,
1403,6482,35.0
1404,6487,43.0
1405,6490,50.0
1406,6491,47.0
1407,6502,
1408,6509,
1409,6511,21.0
1410,6521,24.0
1411,6530,41.0
1412,6539,31.0
1413,6540,28.0
1414,6550,45.0
1415,6555,27.0
1416,6571,34.0
1417,6575,44.0
1418,6579,50.0
1419,6586,12.0
1420,6592,50.0
1421,6596,32.0
1422,6612,16.0
1423,6613,36.0
1424,6615,50.0
1425,6631,33.0
1426,6632,37.0
1427,6647,44.0
1428,6656,21.0
1429,6669,22.0
1430,6679,33.0
1431,6682,35.0
1432,6685,44.0
1433,6702,50.0
1434,6709,50.0
1435,6712,25.0
1436,6725,14.0
1437,6748,50.0
1438,6751,44.0
1439,6754,30.0
1440,6759,19.0
1441,6771,17.0
1442,6775,39.0
1443,6796,26.0
1444,6803,25.0
1445,6805,49.0
1446,6812,50.0
1447,6829,
1448,6835,44.0
1449,6854,40.0
1450,6861,30.0
1451,6870,43.0
1452,6877,50.0
1453,6880,50.0
1454,6892,50.0
1455,6895,21.0
1456,6902,19.0
1457,6904,40.0
1458,6907,28.0
1459,6916,
1460,6923,50.0
1461,6932,46.0
1462,6933,36.0
1463,6939,12.0
1464,6942,
1465,6960,49.0
1466,6966,35.0
1467,6975,26.0
1468,6980,31.0
1469,6987,34.0
1470,6998,24.0
1471,7009,41.0
1472,7020,42.0
1473,7022,24.0
1474,7024,50.0
1475,7039,50.0
1476,7041,16.0
1477,7051,50.0
1478,7076,27.0
1479,7082,50.0
1480,7095,27.0
1481,7097,50.0
1482,7100,35.0
1483,7102,14.0
1484,7106,39.0
1485,7122,20.0
1486,7148,41.0
1487,7159,28.0
1488,7189,40.0
1489,7212,26.0
1490,7259,29.0
1491,7262,32.0
1492,7266,30.0
1493,7276,49.0
1494,7282,
1495,7283,48.0
1496,7284,
1497,7289,31.0
1498,7308,
1499,7310,50.0
1500,7315,43.0
1501,7327,45.0
1502,7332,16.0
1503,7339,25.0
1504,7345,
1505,7351,50.0
1506,7352,18.0
1507,7354,50.0
1508,7357,17.0
1509,7367,22.0
1510,7368,32.0
1511,7375,50.0
1512,7389,
1513,7397,50.0
1514,7406,50.0
1515,7407,31.0
1516,7415,50.0
1517,7419,20.0
1518,7427,25.0
1519,7434,50.0
1520,7435,50.0
1521,7459,50.0
1522,7467,26.0
1523,7473,50.0
1524,7480,50.0
1525,7483,21.0
1526,7502,50.0
1527,7519,50.0
1528,7520,18.0
1529,7524,50.0
1530,7526,
1531,7543,29.0
1532,7555,23.0
1533,7556,37.0
1534,7559,19.0
1535,7565,35.0
1536,7567,15.0
1537,7568,23.0
1538,7572,30.0
1539,7575,19.0
1540,7579,38.0
1541,7582,21.0
1542,7583,15.0
1543,7590,21.0
1544,7598,23.0
1545,7602,21.0
1546,7611,35.0
1547,7617,19.0
1548,7618,26.0
1549,7628,20.0
1550,7629,14.0
1551,7632,18.0
1552,7639,16.0
1553,7641,24.0
1554,7642,24.0
1555,7646,36.0
1556,7650,21.0
1557,7651,14.0
1558,7654,16.0
1559,7656,15.0
1560,7659,16.0
1561,7662,33.0
1562,7663,16.0
1563,7666,19.0
1564,7670,17.0
1565,7676,18.0
1566,7683,32.0
1567,7687,26.0
1568,7691,44.0
1569,7698,30.0
1570,7716,19.0
1571,7717,24.0
1572,7720,33.0
1573,7725,
1574,7727,41.0
1575,7730,13.0
1576,7732,18.0
1577,7733,29.0
1578,7743,15.0
1579,7745,31.0
1580,7752,33.0
1581,7761,17.0
1582,7772,19.0
1583,7775,18.0
1584,7777,22.0
1585,7784,38.0
1586,7793,22.0
1587,7797,33.0
1588,7807,24.0
1589,7810,24.0
1590,7820,29.0
1591,7822,20.0
1592,7829,18.0
1593,7839,36.0
1594,7840,17.0
1595,7842,20.0
1596,7844,31.0
1597,7847,24.0
1598,7849,16.0
1599,7851,21.0
1600,7854,16.0
1601,7857,17.0
1602,7859,50.0
1603,7862,15.0
1604,7863,10.0
1605,7868,16.0
1606,7881,29.0
1607,7887,37.0
1608,7893,23.0
1609,7901,23.0
1610,7902,27.0
1611,7911,18.0
1612,7920,17.0
1613,7927,24.0
1614,7934,18.0
1615,7935,20.0
1616,7939,24.0
1617,7943,15.0
1618,7944,32.0
1619,7952,16.0
1620,7953,17.0
1621,7954,32.0
1622,7962,22.0
1623,7964,18.0
1624,7966,25.0
1625,7970,29.0
1626,7974,38.0
1627,7975,17.0
1628,7991,17.0
1629,7992,22.0
1630,7995,28.0
1631,7996,18.0
1632,7999,35.0
1633,8002,33.0
1634,8006,37.0
1635,8014,21.0
1636,8024,30.0
1637,8028,14.0
1638,8035,15.0
1639,8039,24.0
1640,8042,28.0
1641,8044,28.0
1642,8045,23.0
1643,8046,
1644,8053,22.0
1645,8069,26.0
1646,8070,16.0
1647,8075,18.0
1648,8078,21.0
1649,8084,33.0
1650,8085,23.0
1651,8087,22.0
1652,8088,15.0
1653,8092,16.0
1654,8106,15.0
1655,8113,21.0
1656,8115,15.0
1657,8121,19.0
1658,8124,30.0
1659,8125,47.0
1660,8126,50.0
1661,8128,16.0
1662,8138,32.0
1663,8141,34.0
1664,8144,18.0
1665,8151,20.0
1666,8163,38.0
1667,8166,29.0
1668,8170,19.0
1669,8173,16.0
1670,8180,26.0
1671,8181,15.0
1672,8184,36.0
1673,8195,18.0
1674,8204,22.0
1675,8208,18.0
1676,8209,28.0
1677,8210,24.0
1678,8212,18.0
1679,8213,15.0
1680,8215,25.0
1681,8218,22.0
1682,8219,15.0
1683,8226,24.0
1684,8232,14.0
1685,8239,20.0
1686,8245,17.0
1687,8249,21.0
1688,8257,25.0
1689,8259,15.0
1690,8264,24.0
1691,8269,16.0
1692,8270,42.0
1693,8271,30.0
1694,8274,25.0
1695,8276,12.0
1696,8277,26.0
1697,8278,14.0
1698,8293,27.0
1699,8294,36.0
1700,8296,18.0
1701,8302,28.0
1702,8306,14.0
1703,8309,18.0
1704,8317,20.0
1705,8325,19.0
1706,8326,29.0
1707,8328,18.0
1708,8329,33.0
1709,8332,37.0
1710,8333,21.0
1711,8336,14.0
1712,8338,28.0
1713,8339,18.0
1714,8347,21.0
1715,8348,21.0
1716,8352,32.0
1717,8356,38.0
1718,8362,20.0
1719,8371,21.0
1720,8378,15.0
1721,8406,24.0
1722,8408,29.0
1723,8412,17.0
1724,8416,15.0
1725,8424,23.0
1726,8426,30.0
1727,8427,18.0
1728,8437,29.0
1729,8441,21.0
1730,8447,30.0
1731,8450,17.0
1732,8460,44.0
1733,8467,23.0
1734,8469,16.0
1735,8472,14.0
1736,8473,20.0
1737,8476,29.0
1738,8481,22.0
1739,8482,11.0
1740,8487,19.0
1741,8500,20.0
1742,8504,19.0
1743,8505,24.0
1744,8513,18.0
1745,8518,40.0
1746,8523,21.0
1747,8531,35.0
1748,8535,14.0
1749,8538,28.0
1750,8540,21.0
1751,8549,19.0
1752,8552,13.0
1753,8556,
1754,8559,40.0
1755,8562,28.0
1756,8564,29.0
1757,8568,24.0
1758,8572,20.0
1759,8574,41.0
1760,8577,21.0
1761,8581,29.0
1762,8592,16.0
1763,8597,20.0
1764,8604,24.0
1765,8605,20.0
1766,8609,21.0
1767,8618,23.0
1768,8619,32.0
1769,8620,23.0
1770,8622,22.0
1771,8630,23.0
1772,8638,15.0
1773,8639,20.0
1774,8658,17.0
1775,8667,29.0
1776,8671,23.0
1777,8673,20.0
1778,8675,24.0
1779,8680,13.0
1780,8683,42.0
1781,8692,22.0
1782,8704,17.0
1783,8725,31.0
1784,8726,32.0
1785,8728,15.0
1786,8741,31.0
1787,8744,27.0
1788,8745,31.0
1789,8749,37.0
1790,8752,22.0
1791,8760,17.0
1792,8761,34.0
1793,8763,22.0
1794,8765,18.0
1795,8767,13.0
1796,8774,19.0
1797,8783,27.0
1798,8785,15.0
1799,8786,27.0
1800,8788,27.0
1801,8789,12.0
1802,8795,22.0
1803,8797,14.0
1804,8799,19.0
1805,8805,14.0
1806,8807,17.0
1807,8815,14.0
1808,8822,45.0
1809,8829,15.0
1810,8831,14.0
1811,8843,28.0
1812,8850,21.0
1813,8855,13.0
1814,8858,21.0
1815,8860,15.0
1816,8861,14.0
1817,8863,16.0
1818,8865,17.0
1819,8867,
1820,8868,17.0
1821,8871,18.0
1822,8875,35.0
1823,8886,30.0
1824,8889,17.0
1825,8894,19.0
1826,8895,23.0
1827,8904,18.0
1828,8905,13.0
1829,8908,24.0
1830,8909,28.0
1831,8913,24.0
1832,8923,50.0
1833,8925,18.0
1834,8932,
1835,8934,14.0
1836,8935,14.0
1837,8938,24.0
1838,8940,
1839,8943,28.0
1840,8945,22.0
1841,8948,17.0
1842,8951,27.0
1843,8958,29.0
1844,8968,25.0
1845,8970,19.0
1846,8979,15.0
1847,8983,22.0
1848,8985,17.0
1849,8992,25.0
1850,8995,28.0
1851,9007,13.0
1852,9022,13.0
1853,9023,22.0
1854,9024,17.0
1855,9026,28.0
1856,9027,29.0
1857,9033,31.0
1858,9046,33.0
1859,9049,30.0
1860,9055,31.0
1861,9060,17.0
1862,9061,13.0
1863,9062,26.0
1864,9065,24.0
1865,9078,23.0
1866,9083,27.0
1867,9093,25.0
1868,9120,25.0
1869,9132,44.0
1870,9135,17.0
1871,9138,27.0
1872,9144,13.0
1873,9147,17.0
1874,9148,25.0
1875,9157,23.0
1876,9165,50.0
1877,9166,10.0
1878,9173,49.0
1879,9176,15.0
1880,9178,27.0
1881,9181,25.0
1882,9186,20.0
1883,9190,13.0
1884,9192,24.0
1885,9204,26.0
1886,9212,27.0
1887,9215,50.0
1888,9218,13.0
1889,9219,14.0
1890,9221,20.0
1891,9228,32.0
1892,9229,27.0
1893,9230,31.0
1894,9232,21.0
1895,9233,22.0
1896,9240,23.0
1897,9242,21.0
1898,9246,15.0
1899,9248,16.0
1900,9253,24.0
1901,9254,18.0
1902,9259,28.0
1903,9262,14.0
1904,9266,18.0
1905,9267,15.0
1906,9272,31.0
1907,9274,26.0
1908,9276,26.0
1909,9283,26.0
1910,9291,19.0
1911,9292,28.0
1912,9299,42.0
1913,9304,38.0
1914,9316,21.0
1915,9325,20.0
1916,9327,23.0
1917,9328,19.0
1918,9331,21.0
1919,9332,16.0
1920,9333,50.0
1921,9334,30.0
1922,9338,18.0
1923,9339,21.0
1924,9348,19.0
1925,9352,16.0
1926,9359,28.0
1927,9371,32.0
1928,9392,50.0
1929,9393,50.0
1930,9394,26.0
1931,9397,15.0
1932,9401,22.0
1933,9403,26.0
1934,9404,37.0
1935,9413,16.0
1936,9419,18.0
1937,9428,12.0
1938,9429,28.0
1939,9443,22.0
1940,9444,17.0
1941,9455,31.0
1942,9456,38.0
1943,9469,17.0
1944,9470,39.0
1945,9471,21.0
1946,9476,20.0
1947,9477,17.0
1948,9488,30.0
1949,9489,25.0
1950,9490,20.0
1951,9497,38.0
1952,9514,29.0
1953,9518,28.0
1954,9523,14.0
1955,9527,22.0
1956,9528,35.0
1957,9532,27.0
1958,9538,32.0
1959,9539,22.0
1960,9540,18.0
1961,9541,37.0
1962,9543,19.0
1963,9544,16.0
1964,9552,28.0
1965,9554,23.0
1966,9557,50.0
1967,9560,19.0
1968,9561,18.0
1969,9566,10.0
1970,9573,18.0
1971,9574,16.0
1972,9575,29.0
1973,9577,22.0
1974,9581,25.0
1975,9595,18.0
1976,9597,20.0
1977,9604,16.0
1978,9611,23.0
1979,9613,29.0
1980,9617,16.0
1981,9620,21.0
1982,9628,50.0
1983,9631,12.0
1984,9642,21.0
1985,9648,23.0
1986,9658,26.0
1987,9663,19.0
1988,9678,26.0
1989,9682,37.0
1990,9683,18.0
1991,9685,34.0
1992,9693,21.0
1993,9701,44.0
1994,9703,22.0
1995,9709,24.0
1996,9719,36.0
1997,9720,15.0
1998,9722,29.0
1999,9728,20.0
2000,9734,20.0
2001,9756,35.0
2002,9757,18.0
2003,9762,16.0
2004,9774,13.0
2005,9777,37.0
2006,9787,23.0
2007,9792,18.0
2008,9794,22.0
2009,9795,21.0
2010,9799,21.0
2011,9800,26.0
2012,9805,20.0
2013,9808,22.0
2014,9812,20.0
2015,9814,23.0
2016,9817,26.0
2017,9823,22.0
2018,9834,
2019,9836,17.0
2020,9837,24.0
2021,9847,22.0
2022,9853,26.0
2023,9859,18.0
2024,9861,25.0
2025,9865,24.0
2026,9882,16.0
2027,9883,18.0
2028,9884,13.0
2029,9904,21.0
2030,9908,35.0
2031,9911,21.0
2032,9917,17.0
2033,9918,33.0
2034,9935,13.0
2035,9946,24.0
2036,9948,25.0
2037,9958,22.0
2038,9963,24.0
2039,9973,27.0
2040,9976,24.0
2041,9977,16.0
2042,9982,28.0
2043,9988,29.0
2044,9999,32.0
2045,10001,26.0
2046,10003,25.0
2047,10004,19.0
2048,10006,26.0
2049,10011,18.0
2050,10012,16.0
2051,10014,27.0
2052,10020,50.0
2053,10021,22.0
2054,10043,22.0
2055,10053,18.0
2056,10058,43.0
2057,10068,32.0
2058,10071,21.0
2059,10073,20.0
2060,10075,14.0
2061,10076,24.0
2062,10078,26.0
2063,10084,26.0
2064,10086,19.0
2065,10089,18.0
2066,10091,35.0
2067,10103,17.0
2068,10104,18.0
2069,10111,39.0
2070,10115,15.0
2071,10118,17.0
2072,10119,29.0
2073,10121,27.0
2074,10125,42.0
2075,10126,27.0
2076,10143,
2077,10153,22.0
2078,10162,28.0
2079,10167,21.0
2080,10169,27.0
2081,10170,21.0
2082,10172,15.0
2083,10181,19.0
2084,10185,17.0
2085,10191,14.0
2086,10210,16.0
2087,10213,23.0
2088,10235,
2089,10236,20.0
2090,10246,36.0
2091,10247,13.0
2092,10259,16.0
2093,10260,25.0
2094,10272,28.0
2095,10273,26.0
2096,10285,13.0
2097,10293,50.0
2098,10296,26.0
2099,10297,20.0
2100,10299,21.0
2101,10311,28.0
2102,10317,30.0
2103,10320,18.0
2104,10321,28.0
2105,10326,15.0
2106,10327,40.0
2107,10330,47.0
2108,10331,14.0
2109,10335,23.0
2110,10336,16.0
2111,10338,19.0
2112,10343,14.0
2113,10346,23.0
2114,10347,17.0
2115,10350,25.0
2116,10359,20.0
2117,10367,11.0
2118,10371,16.0
2119,10378,17.0
2120,10379,24.0
2121,10385,15.0
2122,10386,17.0
2123,10395,31.0
2124,10396,50.0
2125,10400,31.0
2126,10401,30.0
2127,10403,15.0
2128,10416,21.0
2129,10418,17.0
2130,10419,50.0
2131,10423,45.0
2132,10425,25.0
2133,10428,34.0
2134,10434,24.0
2135,10435,12.0
2136,10441,14.0
2137,10447,32.0
2138,10449,25.0
2139,10455,25.0
2140,10457,29.0
2141,10460,14.0
2142,10462,44.0
2143,10464,21.0
2144,10476,17.0
2145,10484,20.0
2146,10485,13.0
2147,10487,20.0
2148,10490,22.0
2149,10491,16.0
2150,10496,27.0
2151,10499,26.0
2152,10501,40.0
2153,10512,38.0
2154,10513,36.0
2155,10518,17.0
2156,10522,30.0
2157,10523,35.0
2158,10527,15.0
2159,10528,19.0
2160,10532,23.0
2161,10533,23.0
2162,10536,19.0
2163,10543,16.0
2164,10545,
2165,10546,18.0
2166,10547,22.0
2167,10551,35.0
2168,10553,19.0
2169,10559,18.0
2170,10580,34.0
2171,10581,22.0
2172,10588,34.0
2173,10590,48.0
2174,10592,17.0
2175,10597,16.0
2176,10606,19.0
2177,10619,14.0
2178,10632,30.0
2179,10640,21.0
2180,10642,23.0
2181,10647,20.0
2182,10652,23.0
2183,10657,32.0
2184,10660,14.0
2185,10679,32.0
2186,10683,46.0
2187,10691,21.0
2188,10694,25.0
2189,10704,32.0
2190,10707,22.0
2191,10716,31.0
2192,10724,35.0
2193,10745,14.0
2194,10750,19.0
2195,10757,33.0
2196,10760,21.0
2197,10763,18.0
2198,10764,16.0
2199,10765,15.0
2200,10766,21.0
2201,10774,34.0
2202,10775,18.0
2203,10788,27.0
2204,10791,34.0
2205,10797,16.0
2206,10800,21.0
2207,10805,23.0
2208,10807,28.0
2209,10812,19.0
2210,10819,28.0
2211,10822,17.0
2212,10823,31.0
2213,10827,33.0
2214,10828,23.0
2215,10832,24.0
2216,10837,35.0
2217,10840,19.0
2218,10841,22.0
2219,10852,14.0
2220,10855,21.0
2221,10862,19.0
2222,10864,15.0
2223,10865,13.0
2224,10868,25.0
2225,10869,22.0
2226,10877,35.0
2227,10878,34.0
2228,10879,24.0
2229,10883,49.0
2230,10884,21.0
2231,10893,26.0
2232,10895,30.0
2233,10900,28.0
2234,10901,25.0
2235,10906,16.0
2236,10914,21.0
2237,10917,13.0
2238,10919,29.0
2239,10921,24.0
2240,10927,34.0
2241,10936,27.0
2242,10948,16.0
2243,10951,25.0
2244,10963,17.0
2245,10965,29.0
2246,10966,44.0
2247,10967,17.0
2248,10971,14.0
2249,10979,33.0
2250,10980,24.0
2251,10982,40.0
2252,10983,15.0
2253,10985,33.0
2254,10986,36.0
2255,10995,25.0
2256,10998,
2257,11007,38.0
2258,11011,16.0
2259,11012,43.0
2260,11018,22.0
2261,11025,14.0
2262,11029,31.0
2263,11035,28.0
2264,11036,23.0
2265,11038,14.0
2266,11039,31.0
2267,11041,26.0
2268,11043,38.0
2269,11044,19.0
2270,11051,27.0
2271,11052,26.0
2272,11055,27.0
2273,11060,12.0
2274,11061,28.0
2275,11068,25.0
2276,11075,32.0
2277,11088,21.0
2278,11089,21.0
2279,11094,27.0
2280,11095,17.0
2281,11103,22.0
2282,11106,23.0
2283,11108,28.0
2284,11109,14.0
2285,11112,18.0
2286,11121,18.0
2287,11125,23.0
2288,11128,35.0
2289,11130,15.0
2290,11132,21.0
2291,11136,17.0
2292,11142,22.0
2293,11151,20.0
2294,11155,24.0
2295,11157,28.0
2296,11160,26.0
2297,11173,15.0
2298,11177,32.0
2299,11178,19.0
2300,11185,24.0
2301,11187,17.0
2302,11189,47.0
2303,11193,13.0
2304,11204,21.0
2305,11205,16.0
2306,11207,27.0
2307,11210,43.0
2308,11227,22.0
2309,11230,35.0
2310,11236,13.0
2311,11241,24.0
2312,11242,31.0
2313,11243,20.0
2314,11245,17.0
2315,11251,19.0
2316,11253,21.0
2317,11256,14.0
2318,11263,20.0
2319,11266,19.0
2320,11268,36.0
2321,11279,18.0
2322,11283,12.0
2323,11286,16.0
2324,11288,21.0
2325,11289,15.0
2326,11293,29.0
2327,11294,50.0
2328,11305,33.0
2329,11306,25.0
2330,11315,29.0
2331,11320,30.0
2332,11329,24.0
2333,11332,25.0
2334,11342,16.0
2335,11345,30.0
2336,11346,20.0
2337,11350,21.0
2338,11355,16.0
2339,11356,26.0
2340,11359,27.0
2341,11370,28.0
2342,11371,16.0
2343,11372,21.0
2344,11376,20.0
2345,11391,42.0
2346,11392,16.0
2347,11395,13.0
2348,11401,21.0
2349,11406,30.0
2350,11417,21.0
2351,11418,22.0
2352,11419,25.0
2353,11422,18.0
2354,11423,31.0
2355,11435,18.0
2356,11439,25.0
2357,11440,29.0
2358,11446,28.0
2359,11449,21.0
2360,11452,14.0
2361,11458,24.0
2362,11463,24.0
2363,11475,26.0
2364,11495,25.0
2365,11496,15.0
2366,11499,16.0
2367,11502,22.0
2368,11503,33.0
2369,11507,10.0
2370,11510,39.0
2371,11511,16.0
